"annee","etablissement","academie","domaine","discipline","situation","nombre_de_reponses","taux_de_reponse","poids_de_la_discipline","taux_dinsertion","emplois_cadre_ou_professions_intermediaires","emplois_stables","emplois_a_temps_plein","salaire_net_median_des_emplois_a_temps_plein","salaire_brut_annuel_estime","de_diplomes_boursiers","taux_de_chomage_regional","salaire_net_mensuel_median_regional","emplois_cadre","emplois_exterieurs_a_la_region_de_luniversite","femmes","salaire_net_mensuel_regional_1er_quartile","salaire_net_mensuel_regional_3eme_quartile"
2010,"Rennes 1","Rennes","Droit, économie et gestion","Gestion","30 mois après le diplôme",233,72,38,"96","89","88","99","2110","33000",29,"9","1670","","","","",""
2010,"Rennes 1","Rennes","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",266,77,40,"91","96","77","98","1900","29600",29,"9","1670","","","","",""
2010,"Rennes 1","Rennes","Sciences, technologies et santé","Informatique","30 mois après le diplôme",67,76,10,"100","100","94","100","2000","31200",29,"9","1670","","","","",""
2010,"Rennes 2 - Haute Bretagne","Rennes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",43,75,12,"86","70","65","95","","",36,"9","1670","","","","",""
2010,"Tours - François Rabelais","Orléans-Tours","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",121,73,33,"85","95","64","96","1800","28100",29,"9.7","1740","","","","",""
2010,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",61,86,13,"85","83","42","98","1660","25900",39,"9.2","1750","","","","",""
2012,"Montpellier 3 - Paul-Valéry","Montpellier","Sciences humaines et sociales","Psychologie","18 mois après le diplôme",59,84,18,"93","83","54","58","","",50,"14.3","1680","75","61","76","1310","2010"
2012,"Nantes","Nantes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",210,60,43,"92","78","64","96","1800","28100",31,"9","1710","46","52","63","1400","2010"
2012,"Nantes","Nantes","Sciences humaines et sociales","Psychologie","18 mois après le diplôme",37,87,6,"95","89","49","59","","",31,"9","1710","83","61","94","1400","2010"
2012,"Nantes","Nantes","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",172,73,29,"84","91","61","93","1840","28700",31,"9","1710","72","60","41","1400","2010"
2012,"Nice - Sophia-Antipolis","Nice","Droit, économie et gestion","Droit","18 mois après le diplôme",67,69,12,"76","61","70","96","1620","25300",29,"11.7","1790","34","37","77","1390","2170"
2012,"Nice - Sophia-Antipolis","Nice","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",183,69,32,"84","93","77","96","2000","31200",29,"11.7","1790","74","39","40","1390","2170"
2012,"Nice - Sophia-Antipolis","Nice","Sciences, technologies et santé","Sciences fondamentales","18 mois après le diplôme",41,89,7,"75","97","73","100","","",29,"11.7","1790","66","48","56","1390","2170"
2012,"Orléans","Orléans-Tours","Droit, économie et gestion","Droit","18 mois après le diplôme",59,58,20,"85","78","58","100","1730","27000",27,"9.8","1780","48","46","78","1460","2110"
2012,"Orléans","Orléans-Tours","Droit, économie et gestion","Gestion","18 mois après le diplôme",96,58,32,"87","87","68","99","1870","29100",27,"9.8","1780","59","48","38","1460","2110"
2012,"Paris 1 - Panthéon Sorbonne","Paris","Sciences humaines et sociales","Autres sciences humaines et sociales","18 mois après le diplôme",123,75,14,"75","76","31","89","1750","27300",18,"9","2020","60","41","70","1580","2530"
2012,"Paris Ouest Nanterre La Défense","Versailles","Lettres, langues, arts","Lettres, langues, arts","18 mois après le diplôme",79,63,16,"82","69","63","85","1760","27400",23,"9","2020","50","33","82","1580","2530"
2012,"Paris Ouest Nanterre La Défense","Versailles","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",43,74,7,"83","74","83","89","","",23,"9","2020","54","18","37","1580","2530"
2012,"Bretagne-Sud","Rennes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",73,77,30,"96","56","77","99","1630","25400",34,"9","1700","30","45","58","1380","2020"
2012,"Bretagne-Sud","Rennes","Sciences humaines et sociales","Ensemble sciences humaines et sociales","18 mois après le diplôme",49,78,20,"76","60","26","83","","",34,"9","1700","25","43","83","1380","2020"
2012,"Bretagne-Sud","Rennes","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",104,78,42,"91","96","84","100","1900","29600",34,"9","1700","73","63","12","1380","2020"
2012,"Caen - Basse-Normandie","Caen","Droit, économie et gestion","Gestion","18 mois après le diplôme",156,74,31,"92","81","67","95","1830","28600",26,"9.3","1720","50","56","66","1400","2010"
2012,"Caen - Basse-Normandie","Caen","Sciences humaines et sociales","Ensemble sciences humaines et sociales","18 mois après le diplôme",86,77,17,"76","81","44","72","1520","23700",26,"9.3","1720","55","53","75","1400","2010"
2012,"Caen - Basse-Normandie","Caen","Sciences humaines et sociales","Histoire-géographie","18 mois après le diplôme",48,79,9,"70","","","","","",26,"9.3","1720","","60","58","1400","2010"
2012,"Cergy-Pontoise","Versailles","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",135,57,43,"91","93","71","99","2130","33300",16,"9","2020","74","11","65","1580","2530"
2012,"Cergy-Pontoise","Versailles","Droit, économie et gestion","Droit","18 mois après le diplôme",37,57,12,"95","91","54","97","1890","29500",16,"9","2020","71","19","81","1580","2530"
2012,"Cergy-Pontoise","Versailles","Sciences humaines et sociales","Histoire-géographie","18 mois après le diplôme",50,72,14,"80","87","60","95","1900","29600",16,"9","2020","55","31","42","1580","2530"
2012,"Chambéry - Savoie","Grenoble","Sciences, technologies et santé","Informatique","18 mois après le diplôme",41,96,8,"100","100","90","98","2130","33200",33,"8.9","1780","97","39","7","1430","2130"
2012,"Clermont-Ferrand 1 - Auvergne","Clermont-Ferrand","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",160,80,89,"91","83","69","95","1810","28200",33,"8.9","1740","48","56","53","1400","2020"
2012,"Clermont-Ferrand 1 - Auvergne","Clermont-Ferrand","Droit, économie et gestion","Gestion","18 mois après le diplôme",50,82,28,"92","77","70","98","1660","25900",33,"8.9","1740","45","50","38","1400","2020"
2012,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",140,74,47,"94","92","60","95","1840","28700",41,"8.9","1740","63","72","37","1400","2020"
2012,"Dijon - Bourgogne","Dijon","Droit, économie et gestion","Gestion","18 mois après le diplôme",100,59,21,"95","72","72","99","1720","26800",47,"9.3","1750","45","55","54","1410","2030"
2012,"Dijon - Bourgogne","Dijon","Sciences humaines et sociales","Psychologie","18 mois après le diplôme",35,67,7,"86","","40","77","","",47,"9.3","1750","","30","97","1410","2030"
2012,"Dijon - Bourgogne","Dijon","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",194,66,38,"77","91","53","93","1610","25200",47,"9.3","1750","46","70","46","1410","2030"
2012,"Grenoble 2 - Pierre Mendès France","Grenoble","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",392,69,80,"86","79","61","95","1870","29100",29,"8.9","1780","52","41","54","1430","2130"
2012,"Grenoble 2 - Pierre Mendès France","Grenoble","Sciences humaines et sociales","Psychologie","18 mois après le diplôme",31,83,5,"81","","","","","",29,"8.9","1780","","","87","1430","2130"
2012,"Grenoble 2 - Pierre Mendès France","Grenoble","Sciences humaines et sociales","Autres sciences humaines et sociales","18 mois après le diplôme",61,77,11,"77","77","35","94","1680","26100",29,"8.9","1780","51","35","67","1430","2130"
2012,"La Rochelle","Poitiers","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",60,78,25,"84","94","76","100","1700","26500",50,"9.6","1710","47","57","61","1380","1980"
2012,"La Rochelle","Poitiers","Sciences, technologies et santé","Sciences de l'ingénieur","18 mois après le diplôme",72,82,30,"90","98","89","100","1950","30500",50,"9.6","1710","79","87","6","1380","1980"
2012,"La Réunion","La Réunion","Sciences, technologies et santé","Ensemble sciences, technologies et santé","18 mois après le diplôme",31,63,20,"73","","","","","",42,"","","","","32","",""
2012,"Le Mans - Maine","Nantes","Droit, économie et gestion","Économie","18 mois après le diplôme",37,91,26,"92","66","53","88","","",30,"9","1710","15","45","54","1400","2010"
2012,"Lille 1 - Sciences technologies","Lille","Sciences, technologies et santé","Sciences de la vie et de la terre","18 mois après le diplôme",56,90,7,"81","83","43","87","1500","23400",27,"13","1780","41","57","50","1450","2080"
2012,"Lille 2 - Droit et santé","Lille","Droit, économie et gestion","Gestion","18 mois après le diplôme",116,64,30,"95","95","89","99","2060","32100",21,"13","1780","71","50","46","1450","2080"
2012,"Lille 3 - Charles-de-Gaulle","Lille","Lettres, langues, arts","Lettres, langues, arts","18 mois après le diplôme",151,86,34,"84","63","62","83","1480","23100",39,"13","1780","31","52","74","1450","2080"
2012,"Limoges","Limoges","Droit, économie et gestion","Gestion","18 mois après le diplôme",64,74,32,"89","70","60","88","1650","25700",30,"9.3","1720","38","55","59","1390","1980"
2012,"Lorraine","Nancy-Metz","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",402,73,38,"91","78","73","98","1890","29500",30,"10.7","1760","53","57","58","1400","2050"
2012,"Lorraine","Nancy-Metz","Droit, économie et gestion","Économie","18 mois après le diplôme",40,66,4,"84","","","","","",30,"10.7","1760","","55","65","1400","2050"
2012,"Lorraine","Nancy-Metz","Lettres, langues, arts","Lettres, langues, arts","18 mois après le diplôme",103,73,10,"89","60","65","83","1700","26500",30,"10.7","1760","43","59","88","1400","2050"
2012,"Lorraine","Nancy-Metz","Sciences, technologies et santé","Sciences de l'ingénieur","18 mois après le diplôme",126,77,11,"89","92","73","98","2000","31200",30,"10.7","1760","83","73","19","1400","2050"
2012,"Paris-Est Marne-la-Vallée","Créteil","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",161,69,34,"78","81","72","98","1850","28900",12,"9","2020","58","13","70","1580","2530"
2012,"Paris-Est Marne-la-Vallée","Créteil","Droit, économie et gestion","Gestion","18 mois après le diplôme",149,69,31,"79","82","73","98","1900","29600",12,"9","2020","59","13","71","1580","2530"
2012,"Paris-Est Marne-la-Vallée","Créteil","Sciences humaines et sociales","Information communication","18 mois après le diplôme",37,77,7,"73","","","","","",12,"9","2020","","15","64","1580","2530"
2012,"Paris-Est Marne-la-Vallée","Créteil","Sciences humaines et sociales","Autres sciences humaines et sociales","18 mois après le diplôme",88,78,16,"81","91","53","95","1870","29200",12,"9","2020","81","22","55","1580","2530"
2012,"Montpellier 3 - Paul-Valéry","Montpellier","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",44,79,12,"83","65","38","94","","",50,"14.3","1680","26","50","77","1310","2010"
2012,"Montpellier 3 - Paul-Valéry","Montpellier","Sciences humaines et sociales","Histoire-géographie","18 mois après le diplôme",41,71,13,"82","52","45","84","","",50,"14.3","1680","38","53","41","1310","2010"
2012,"Mulhouse - Haute Alsace","Strasbourg","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",85,76,37,"86","67","70","96","1730","27000",29,"9.3","1760","31","38","67","1430","2080"
2012,"Mulhouse - Haute Alsace","Strasbourg","Droit, économie et gestion","Gestion","18 mois après le diplôme",56,70,24,"87","67","75","100","","",29,"9.3","1760","31","46","55","1430","2080"
2012,"Nantes","Nantes","Sciences humaines et sociales","Information communication","18 mois après le diplôme",55,78,9,"78","60","36","71","","",31,"9","1710","34","52","70","1400","2010"
2012,"Nice - Sophia-Antipolis","Nice","Sciences humaines et sociales","Ensemble sciences humaines et sociales","18 mois après le diplôme",74,62,14,"79","78","36","70","1450","22600",29,"11.7","1790","60","37","77","1390","2170"
2012,"Nice - Sophia-Antipolis","Nice","Sciences humaines et sociales","Psychologie","18 mois après le diplôme",38,71,7,"87","","33","52","","",29,"11.7","1790","","31","92","1390","2170"
2012,"Nice - Sophia-Antipolis","Nice","Sciences, technologies et santé","Sciences de la vie et de la terre","18 mois après le diplôme",32,55,6,"74","","","","","",29,"11.7","1790","","","37","1390","2170"
2012,"Orléans","Orléans-Tours","Sciences, technologies et santé","Sciences fondamentales","18 mois après le diplôme",36,68,10,"73","","","","","",27,"9.8","1780","","76","50","1460","2110"
2012,"Paris 1 - Panthéon Sorbonne","Paris","Droit, économie et gestion","Gestion","18 mois après le diplôme",198,64,25,"90","90","68","98","2130","33200",18,"9","2020","71","20","66","1580","2530"
2012,"Paris 1 - Panthéon Sorbonne","Paris","Sciences humaines et sociales","Ensemble sciences humaines et sociales","18 mois après le diplôme",188,74,22,"77","75","34","87","1690","26400",18,"9","2020","57","32","71","1580","2530"
2012,"Paris Ouest Nanterre La Défense","Versailles","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",189,55,44,"88","86","62","96","2000","31200",23,"9","2020","69","9","55","1580","2530"
2012,"Paris Ouest Nanterre La Défense","Versailles","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","18 mois après le diplôme",108,54,25,"85","83","62","99","2000","31200",23,"9","2020","64","7","50","1580","2530"
2012,"Paris Ouest Nanterre La Défense","Versailles","Sciences humaines et sociales","Ensemble sciences humaines et sociales","18 mois après le diplôme",180,71,32,"88","82","48","80","1600","25000",23,"9","2020","46","14","83","1580","2530"
2012,"Paris Ouest Nanterre La Défense","Versailles","Sciences humaines et sociales","Autres sciences humaines et sociales","18 mois après le diplôme",50,72,9,"82","71","33","83","","",23,"9","2020","34","20","84","1580","2530"
2012,"Paris 11 - Paris Sud","Versailles","Droit, économie et gestion","Droit","18 mois après le diplôme",81,89,19,"88","83","73","88","2000","31200",24,"9","2020","75","24","76","1580","2530"
2012,"Paris-Est Créteil","Créteil","Droit, économie et gestion","Droit","18 mois après le diplôme",51,76,9,"92","78","63","98","1950","30500",22,"9","2020","60","12","78","1580","2530"
2012,"Paris 2 - Panthéon Assas","Paris","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",204,51,88,"86","94","73","100","2280","35500",9,"9","2020","84","13","58","1580","2530"
2012,"Paris 2 - Panthéon Assas","Paris","Droit, économie et gestion","Économie","18 mois après le diplôme",38,54,16,"81","","","","","",9,"9","2020","","","47","1580","2530"
2012,"Paris 3 - Sorbonne Nouvelle","Paris","Sciences humaines et sociales","Ensemble sciences humaines et sociales","18 mois après le diplôme",70,61,37,"80","64","44","89","1600","25000",26,"9","2020","40","24","78","1580","2530"
2012,"Paris René Descartes","Paris","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","18 mois après le diplôme",65,66,20,"91","84","71","97","2140","33300",16,"9","2020","60","10","60","1580","2530"
2012,"Paris Pierre et Marie Curie","Paris","Sciences, technologies et santé","Sciences de la vie et de la terre","18 mois après le diplôme",89,58,29,"80","86","37","96","1840","28700",22,"9","2020","64","39","65","1580","2530"
2012,"Paris Pierre et Marie Curie","Paris","Sciences, technologies et santé","Informatique","18 mois après le diplôme",65,54,21,"83","100","88","100","2220","34600",22,"9","2020","98","13","10","1580","2530"
2011,"Saint-Etienne - Jean Monnet","Lyon","Masters enseignement","Masters enseignement : second degré, CPE...","30 mois après le diplôme",53,70,16,"100","100","98","98","1900","29600",31,"8.5","1730","98","78","47","",""
2011,"Strasbourg","Strasbourg","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",49,87,5,"86","85","38","81","","",25,"8.9","1760","64","72","59","",""
2011,"Strasbourg","Strasbourg","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",244,80,23,"90","92","76","96","1900","29600",25,"8.9","1760","72","48","44","",""
2011,"Strasbourg","Strasbourg","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",68,76,6,"81","90","65","94","1640","25600",25,"8.9","1760","54","50","56","",""
2011,"Strasbourg","Strasbourg","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",50,79,5,"90","89","82","96","1900","29600",25,"8.9","1760","75","55","48","",""
2011,"Toulon - Sud Toulon Var","Nice","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",90,67,49,"86","87","80","95","1720","26800",35,"11.2","1730","41","34","72","",""
2011,"Toulon - Sud Toulon Var","Nice","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",48,67,26,"90","100","93","98","","",35,"11.2","1730","74","84","40","",""
2011,"Toulon - Sud Toulon Var","Nice","Sciences humaines et sociales","Information communication","30 mois après le diplôme",48,67,26,"90","100","93","98","","",35,"11.2","1730","74","84","40","",""
2011,"Toulouse 1 - Capitole","Toulouse","Droit, économie et gestion","Droit","30 mois après le diplôme",125,75,24,"91","84","78","99","1840","28600",31,"9.9","1720","56","48","78","",""
2011,"Toulouse 1 - Capitole","Toulouse","Droit, économie et gestion","Économie","30 mois après le diplôme",42,75,8,"83","91","86","89","2160","33600",31,"9.9","1720","62","44","40","",""
2011,"Toulouse 1 - Capitole","Toulouse","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",54,83,10,"98","100","96","98","2170","33800",31,"9.9","1720","98","37","53","",""
2011,"Toulouse - Jean Jaures","Toulouse","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",177,72,32,"92","81","62","67","1600","25000",40,"9.9","1720","60","57","81","",""
2011,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",34,73,6,"97","94","82","97","","",36,"9.9","1720","79","42","41","",""
2011,"Tours - François Rabelais","Orléans-Tours","Droit, économie et gestion","Gestion","30 mois après le diplôme",68,55,19,"87","88","80","97","2050","32000",33,"9.2","1760","71","69","56","",""
2011,"Tours - François Rabelais","Orléans-Tours","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",46,60,12,"89","85","68","75","","",33,"9.2","1760","49","44","89","",""
2011,"Tours - François Rabelais","Orléans-Tours","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",93,78,19,"96","84","47","68","1600","25000",33,"9.2","1760","64","52","82","",""
2010,"Nice - Sophia-Antipolis","Nice","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",36,83,6,"92","82","88","100","","",29,"11.7","1750","","","","",""
2010,"Nice - Sophia-Antipolis","Nice","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",93,85,16,"85","78","61","68","1580","24700",29,"11.7","1750","","","","",""
2010,"Nice - Sophia-Antipolis","Nice","Sciences, technologies et santé","Informatique","30 mois après le diplôme",55,87,9,"96","100","98","100","2380","37100",29,"11.7","1750","","","","",""
2010,"Aix-Marseille","Aix-Marseille","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",569,66,44,"91","78","79","95","1950","30400",29,"11.7","1750","","","","",""
2010,"Aix-Marseille","Aix-Marseille","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",140,76,9,"82","62","62","83","1560","24300",29,"11.7","1750","","","","",""
2010,"Aix-Marseille","Aix-Marseille","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",103,80,7,"86","73","60","85","1660","25900",29,"11.7","1750","","","","",""
2010,"Aix-Marseille","Aix-Marseille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",402,76,27,"87","91","77","95","1910","29800",29,"11.7","1750","","","","",""
2010,"Aix-Marseille","Aix-Marseille","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",60,63,4,"93","97","75","95","1960","30500",29,"11.7","1750","","","","",""
2010,"Caen - Basse-Normandie","Caen","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",45,86,9,"89","83","55","82","","",26,"9.7","1680","","","","",""
2010,"Caen - Basse-Normandie","Caen","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",39,84,8,"95","94","57","68","","",26,"9.7","1680","","","","",""
2010,"Caen - Basse-Normandie","Caen","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",106,84,21,"91","94","80","95","1920","29900",26,"9.7","1680","","","","",""
2010,"Caen - Basse-Normandie","Caen","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",36,83,7,"78","","","","","",26,"9.7","1680","","","","",""
2010,"La Rochelle","Poitiers","Droit, économie et gestion","Gestion","30 mois après le diplôme",32,67,17,"81","","","","","",36,"9.8","1670","","","","",""
2010,"La Rochelle","Poitiers","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",45,82,22,"82","97","65","95","1750","27300",36,"9.8","1670","","","","",""
2010,"Dijon - Bourgogne","Dijon","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",134,78,24,"90","77","58","80","1560","24300",33,"9.7","1710","","","","",""
2010,"Dijon - Bourgogne","Dijon","Sciences humaines et sociales","Information communication","30 mois après le diplôme",55,77,10,"87","72","58","77","1480","23000",33,"9.7","1710","","","","",""
2010,"Brest - Bretagne occidentale","Rennes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",132,71,35,"93","88","69","96","1730","27000",33,"9","1670","","","","",""
2010,"Brest - Bretagne occidentale","Rennes","Droit, économie et gestion","Droit","30 mois après le diplôme",56,68,15,"96","91","81","96","2000","31200",33,"9","1670","","","","",""
2010,"Brest - Bretagne occidentale","Rennes","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",40,81,9,"85","85","65","97","1770","27600",33,"9","1670","","","","",""
2010,"Toulouse 1 - Capitole","Toulouse","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",396,66,85,"92","91","84","98","1950","30400",30,"10.4","1730","","","","",""
2010,"Toulouse 1 - Capitole","Toulouse","Droit, économie et gestion","Droit","30 mois après le diplôme",108,67,23,"90","85","85","95","1770","27600",30,"10.4","1730","","","","",""
2010,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",47,78,7,"98","85","76","96","2010","31300",33,"10.4","1730","","","","",""
2010,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",164,73,28,"97","99","92","99","2120","33000",33,"10.4","1730","","","","",""
2010,"Bordeaux 2 - Victor Segalen","Bordeaux","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",100,84,40,"91","86","62","72","1640","25500",25,"10.2","1680","","","","",""
2010,"Bordeaux 2 - Victor Segalen","Bordeaux","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",82,88,32,"94","88","62","69","1640","25500",25,"10.2","1680","","","","",""
2010,"Bordeaux 2 - Victor Segalen","Bordeaux","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",58,82,24,"95","96","53","96","1820","28400",25,"10.2","1680","","","","",""
2010,"Bordeaux 2 - Victor Segalen","Bordeaux","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",81,79,35,"90","86","69","89","1800","28100",25,"10.2","1680","","","","",""
2010,"Bordeaux - Montaigne","Bordeaux","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",60,74,24,"79","66","55","83","","",32,"10.2","1680","","","","",""
2010,"Bordeaux - Montaigne","Bordeaux","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",175,80,65,"89","75","48","90","1650","25700",32,"10.2","1680","","","","",""
2010,"Bordeaux 4 - Montesquieu","Bordeaux","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",275,57,100,"92","85","84","97","1990","31100",26,"10.2","1680","","","","",""
2010,"Montpellier 1","Montpellier","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",284,64,73,"91","83","81","96","1930","30000",29,"14.3","1650","","","","",""
2010,"Montpellier 2 - Sciences techniques du Languedoc","Montpellier","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",58,82,15,"81","100","72","100","1800","28100",34,"14.3","1650","","","","",""
2010,"Montpellier 2 - Sciences techniques du Languedoc","Montpellier","Sciences, technologies et santé","Informatique","30 mois après le diplôme",30,80,7,"90","","","","","",34,"14.3","1650","","","","",""
2010,"Montpellier 3 - Paul-Valéry","Montpellier","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",48,71,16,"90","70","67","95","1610","25200",44,"14.3","1650","","","","",""
2010,"Montpellier 3 - Paul-Valéry","Montpellier","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",39,81,11,"97","92","58","50","","",44,"14.3","1650","","","","",""
2010,"Montpellier 3 - Paul-Valéry","Montpellier","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",96,80,29,"81","84","47","86","1630","25400",44,"14.3","1650","","","","",""
2010,"Rennes 2 - Haute Bretagne","Rennes","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",43,75,12,"86","70","65","95","","",36,"9","1670","","","","",""
2010,"Rennes 2 - Haute Bretagne","Rennes","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",103,79,27,"81","85","66","82","1500","23400",36,"9","1670","","","","",""
2010,"Tours - François Rabelais","Orléans-Tours","Droit, économie et gestion","Droit","30 mois après le diplôme",34,77,10,"97","91","73","100","","",29,"9.7","1740","","","","",""
2010,"Tours - François Rabelais","Orléans-Tours","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",83,75,22,"85","89","57","77","1600","25000",29,"9.7","1740","","","","",""
2010,"Tours - François Rabelais","Orléans-Tours","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",52,79,13,"92","98","63","67","1610","25100",29,"9.7","1740","","","","",""
2012,"Rouen","Rouen","Sciences, technologies et santé","Sciences de la vie et de la terre","18 mois après le diplôme",41,75,11,"88","86","40","92","1650","25700",37,"11.1","1800","56","66","48","1460","2120"
2012,"Saint-Etienne - Jean Monnet","Lyon","Sciences humaines et sociales","Ensemble sciences humaines et sociales","18 mois après le diplôme",44,78,16,"80","80","37","79","","",31,"8.9","1780","40","27","75","1430","2130"
2010,"Chambéry - Savoie","Grenoble","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",34,100,8,"94","81","54","85","","",33,"9.2","1750","","","","",""
2010,"Chambéry - Savoie","Grenoble","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",104,96,23,"87","99","76","99","1920","29900",33,"9.2","1750","","","","",""
2010,"Chambéry - Savoie","Grenoble","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",41,100,9,"90","100","70","97","1790","27900",33,"9.2","1750","","","","",""
2010,"Paris 1 - Panthéon Sorbonne","Paris","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",77,77,11,"99","87","67","97","1920","29900",20,"8.8","1990","","","","",""
2010,"Paris 1 - Panthéon Sorbonne","Paris","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",150,71,20,"99","90","56","90","1870","29100",20,"8.8","1990","","","","",""
2010,"Paris 3 - Sorbonne Nouvelle","Paris","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",125,68,72,"94","78","62","86","1630","25400",21,"8.8","1990","","","","",""
